condition,source_conditions,selected_power,community_id,n_nodes,n_internal_edges,mean_internal_edge_weight,top_hub_genes,top_hub_1,top_hub_2,top_hub_3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,36,2,1,0.1223240718245506,FOS | GADD45B,FOS,GADD45B,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,37,2,1,0.1177015975117683,NFIB | CRIM1,NFIB,CRIM1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,38,2,1,0.1173547953367233,JUNB | HEXIM1,JUNB,HEXIM1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,39,2,1,0.1156520396471023,PARP4 | SLC39A8,PARP4,SLC39A8,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,40,2,1,0.1155826076865196,SNX14 | ERBIN,SNX14,ERBIN,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,41,2,1,0.1134301126003265,CSRNP1 | SOCS3,CSRNP1,SOCS3,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,42,2,1,0.1134202405810356,MTMR3 | ADAM17,MTMR3,ADAM17,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,43,2,1,0.1133446618914604,HIP1 | ECE1,HIP1,ECE1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,44,2,1,0.1129166185855865,PIKFYVE | CSGALNACT2,PIKFYVE,CSGALNACT2,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,45,2,1,0.112321138381958,PLPP1 | RGS3,PLPP1,RGS3,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,46,2,1,0.1096118316054344,CEP68 | ZBED5,CEP68,ZBED5,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,47,2,1,0.1087941229343414,SLC5A3 | HIVEP1,SLC5A3,HIVEP1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,48,2,1,0.1068944036960601,BRD1 | COG3,BRD1,COG3,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,49,2,1,0.1055018529295921,UBE2W | RBBP5,UBE2W,RBBP5,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,50,2,1,0.105209045112133,CYBRD1 | GSN,CYBRD1,GSN,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,51,2,1,0.1046066656708717,LGALS1 | FN1,LGALS1,FN1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,52,2,1,0.1032087728381156,ZNF431 | ING5,ZNF431,ING5,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,53,2,1,0.1017658337950706,HERC1 | NPHP3,HERC1,NPHP3,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,54,2,1,0.1001850143074989,SUPV3L1 | MSL2,SUPV3L1,MSL2,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,1,51,395,0.19470649071132082,S100A14 | FXYD3 | SAA1,S100A14,FXYD3,SAA1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,2,48,89,0.13943452823362992,BRAF | KIDINS220 | POLK,BRAF,KIDINS220,POLK
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,3,48,74,0.1470515849823887,LAMA4 | IGFBP7 | TIMP3,LAMA4,IGFBP7,TIMP3
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,4,22,34,0.14066444490762314,PODXL | TM4SF18 | ARHGAP29,PODXL,TM4SF18,ARHGAP29
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,5,22,32,0.16238514869473872,TPM1 | TAGLN | FHL2,TPM1,TAGLN,FHL2
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,6,17,20,0.1351049471646547,ITGA5 | SERPINB9 | SH2B3,ITGA5,SERPINB9,SH2B3
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,7,15,24,0.17681152187287805,DNAJB1 | HSPA1A | HSPH1,DNAJB1,HSPA1A,HSPH1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,8,10,11,0.15752273256128482,GTF2A1 | TTC14 | PRKD3,GTF2A1,TTC14,PRKD3
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,9,10,12,0.15483933314681053,USP42 | CCNT1 | ZNF263,USP42,CCNT1,ZNF263
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,10,9,9,0.13421292851368583,BEX2 | GATA3 | NUP210,BEX2,GATA3,NUP210
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,11,8,21,0.20276587811254315,HLA-DRA | CD74 | HLA-DPA1,HLA-DRA,CD74,HLA-DPA1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,12,7,12,0.29853201905886334,MT-ND4 | MT-ATP6 | MT-CO1,MT-ND4,MT-ATP6,MT-CO1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,13,7,8,0.14475895743817085,MIB1 | FAM208A | TMX3,MIB1,FAM208A,TMX3
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,14,5,4,0.12123201228678224,ZNF331 | CSRNP1 | TLE4,ZNF331,CSRNP1,TLE4
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,15,5,4,0.12395196221768849,ACSL5 | PREX1 | PRKCH,ACSL5,PREX1,PRKCH
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,16,4,4,0.16320105828344816,DENND4A | ZBTB1 | HECA,DENND4A,ZBTB1,HECA
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,17,4,3,0.14476009706656134,BAG3 | ZFAND2A | GADD45B,BAG3,ZFAND2A,GADD45B
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,18,4,3,0.13130882134040198,CREBZF | OGT | KIAA2026,CREBZF,OGT,KIAA2026
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,19,4,3,0.137596716483434,DCP2 | DNAJB14 | KLHL9,DCP2,DNAJB14,KLHL9
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,20,4,3,0.12554146349430081,MKLN1 | RECQL | FBRS,MKLN1,RECQL,FBRS
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,21,3,2,0.17791695892810822,CPNE8 | NRP2 | FAM126A,CPNE8,NRP2,FAM126A
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,22,3,2,0.15922044590115544,TUT7 | NECAP1 | PTPN9,TUT7,NECAP1,PTPN9
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,23,3,2,0.16429045796394345,CSRP2 | SSBP3 | PLPP1,CSRP2,SSBP3,PLPP1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,24,3,2,0.1376717016100883,ARID5B | PER1 | AHI1,ARID5B,PER1,AHI1
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,25,3,2,0.1202646605670452,CLK4 | FAM76B | DGKE,CLK4,FAM76B,DGKE
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,26,3,2,0.1131888926029205,MEF2A | PLXNA2 | RAI14,MEF2A,PLXNA2,RAI14
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,27,3,2,0.10453335195779795,HIF1A | PARP14 | HIPK3,HIF1A,PARP14,HIPK3
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,28,2,1,0.3930833637714386,CDC42SE1 | C1ORF56,CDC42SE1,C1ORF56,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,29,2,1,0.2986144423484802,CYTOR | MIR4435-2HG,CYTOR,MIR4435-2HG,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,30,2,1,0.23828786611557,CXCL3 | CXCL2,CXCL3,CXCL2,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,31,2,1,0.2232284992933273,C5ORF46 | SDC1,C5ORF46,SDC1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,32,2,1,0.2141265720129013,SLC20A1 | PPP1R15B,SLC20A1,PPP1R15B,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,33,2,1,0.2055380940437317,ZBED5 | SACM1L,ZBED5,SACM1L,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,34,2,1,0.2047567963600158,AKAP10 | NBPF19,AKAP10,NBPF19,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,35,2,1,0.2003071904182434,FSTL1 | LAMC1,FSTL1,LAMC1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,36,2,1,0.1740324199199676,DMTF1 | PHYKPL,DMTF1,PHYKPL,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,37,2,1,0.1718713045120239,SHPRH | TP53BP1,SHPRH,TP53BP1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,38,2,1,0.1670241206884384,CYP20A1 | ESCO1,CYP20A1,ESCO1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,39,2,1,0.158216968178749,LGALS3BP | C3,LGALS3BP,C3,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,40,2,1,0.1577819436788559,GIGYF1 | SIK3,GIGYF1,SIK3,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,41,2,1,0.1534316837787628,TAOK2 | TBCD,TAOK2,TBCD,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,42,2,1,0.1496977508068084,VCPKMT | ETV3,VCPKMT,ETV3,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,43,2,1,0.1466267704963684,RASGRP3 | HHEX,RASGRP3,HHEX,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,44,2,1,0.1418761610984802,H2AFX | C3ORF58,H2AFX,C3ORF58,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,45,2,1,0.1237341612577438,JAG1 | CDH13,JAG1,CDH13,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,46,2,1,0.1233809143304824,PTPRE | SWAP70,PTPRE,SWAP70,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,47,2,1,0.1226825565099716,CITED2 | NUDT4,CITED2,NUDT4,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,48,2,1,0.1200595125555992,SNAI2 | FGFR1,SNAI2,FGFR1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,49,2,1,0.1182849332690239,HEXIM1 | PCF11,HEXIM1,PCF11,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,50,2,1,0.1172723919153213,ACSL4 | FNDC3A,ACSL4,FNDC3A,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,51,2,1,0.1170885264873504,RASA3 | PXK,RASA3,PXK,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,52,2,1,0.1165386363863945,ZEB2 | FCER1G,ZEB2,FCER1G,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,53,2,1,0.1153309494256973,AL031777.3 | HIST1H2BG,AL031777.3,HIST1H2BG,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,54,2,1,0.1146455034613609,SENP1 | GTF3C1,SENP1,GTF3C1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,55,2,1,0.1141080111265182,SLFN5 | RNF213,SLFN5,RNF213,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,56,2,1,0.1139260455965995,SLC39A6 | TRPS1,SLC39A6,TRPS1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,57,2,1,0.108914591372013,GRK5 | SRGAP2C,GRK5,SRGAP2C,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,58,2,1,0.1068864837288856,PLEKHM2 | MAP4K4,PLEKHM2,MAP4K4,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,59,2,1,0.1067931652069091,IL3RA | FLT1,IL3RA,FLT1,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,60,2,1,0.1064388230443,SH3KBP1 | PLIN2,SH3KBP1,PLIN2,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,61,2,1,0.1059494987130165,HERC1 | SLC35E3,HERC1,SLC35E3,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,62,2,1,0.1039687916636467,FOXP1 | NFAT5,FOXP1,NFAT5,
Normal__plus__Triple_negative_tumor,Normal | Triple_negative_tumor,18,63,2,1,0.1002286449074745,COL6A2 | COL6A1,COL6A2,COL6A1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,1,85,389,0.17152385450037708,CALD1 | DPYSL3 | NNMT,CALD1,DPYSL3,NNMT
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,2,57,84,0.15356675624137833,HCST | CORO1A | FMNL1,HCST,CORO1A,FMNL1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,3,56,85,0.13936465137145096,CREBRF | IL6ST | CHFR,CREBRF,IL6ST,CHFR
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,4,50,71,0.15810585042960204,CWF19L1 | CDK11A | SMG6,CWF19L1,CDK11A,SMG6
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,5,48,216,0.19470701508086033,FXYD3 | KRT8 | ELF3,FXYD3,KRT8,ELF3
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,6,48,257,0.18384044368095434,TOP2A | NUF2 | CCNB2,TOP2A,NUF2,CCNB2
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,7,43,89,0.15026591307996365,ZC3H7A | ZC3H4 | LENG8,ZC3H7A,ZC3H4,LENG8
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,8,38,46,0.15580537769457567,PSAP | MMP14 | GSN,PSAP,MMP14,GSN
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,9,26,37,0.14424266364123367,JAK1 | RNF213 | IFITM2,JAK1,RNF213,IFITM2
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,10,18,21,0.14238617498250233,DCP2 | ZBTB1 | PHC3,DCP2,ZBTB1,PHC3
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,11,16,30,0.1642187255124251,C15ORF40 | SLC16A1-AS1 | DMTF1,C15ORF40,SLC16A1-AS1,DMTF1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,12,12,21,0.16257122123525253,COL1A1 | RARRES2 | PCOLCE,COL1A1,RARRES2,PCOLCE
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,13,12,11,0.16523151370612055,PALLD | ID4 | TNFRSF12A,PALLD,ID4,TNFRSF12A
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,14,10,9,0.1320977210998535,TDRD3 | WDR54 | POLK,TDRD3,WDR54,POLK
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,15,8,8,0.17071102652698755,NCOA1 | MAST4 | DHX38,NCOA1,MAST4,DHX38
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,16,8,9,0.13096002737681067,NSUN6 | GNB5 | SCAI,NSUN6,GNB5,SCAI
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,17,7,15,0.32093531588713325,MT-CYB | MT-ND4 | MT-CO2,MT-CYB,MT-ND4,MT-CO2
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,18,6,10,0.2687891714274883,HLA-DRA | CD74 | HLA-DPB1,HLA-DRA,CD74,HLA-DPB1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,19,5,4,0.15055223926901812,PER1 | KDM6B | KLF2,PER1,KDM6B,KLF2
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,20,5,4,0.17730861529707903,KANSL3 | DNAJC24 | CTR9,KANSL3,DNAJC24,CTR9
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,21,5,5,0.13358869403600687,TNFRSF14 | RGS2 | IFI35,TNFRSF14,RGS2,IFI35
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,22,4,3,0.2047827839851379,HSPA1A | HSPH1 | HSPA1B,HSPA1A,HSPH1,HSPA1B
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,23,4,4,0.15234864503145215,FRYL | TBCD | TAOK2,FRYL,TBCD,TAOK2
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,24,4,3,0.14084036399920777,CABIN1 | DLGAP1-AS1 | KLF12,CABIN1,DLGAP1-AS1,KLF12
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,25,4,3,0.12732994059721625,RBM5 | SNRK | ZZEF1,RBM5,SNRK,ZZEF1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,26,4,3,0.1115927969415982,SYMPK | CERS5 | ZNF506,SYMPK,CERS5,ZNF506
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,27,4,3,0.12677370508511857,LIMA1 | MINDY2 | ID3,LIMA1,MINDY2,ID3
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,28,3,3,0.2034275333086649,RASGEF1B | ACP5 | CD83,RASGEF1B,ACP5,CD83
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,29,3,2,0.19974356889724731,AP1G1 | RC3H1 | FAM208A,AP1G1,RC3H1,FAM208A
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,30,3,2,0.137334618717432,SYTL1 | BCAS4 | AL121944.1,SYTL1,BCAS4,AL121944.1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,31,3,2,0.17664957046508784,CDC42SE2 | PPP2R5C | RHOF,CDC42SE2,PPP2R5C,RHOF
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,32,3,2,0.12654597312211985,INTS4 | WHRN | RAB11FIP4,INTS4,WHRN,RAB11FIP4
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,33,3,2,0.12344722077250475,THADA | ZCCHC2 | CDK13,THADA,ZCCHC2,CDK13
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,34,3,3,0.13251295437415436,WDR59 | VPS53 | ZNF830,WDR59,VPS53,ZNF830
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,35,3,2,0.28655628487467766,ISG15 | IFI6 | MX1,ISG15,IFI6,MX1
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,36,3,2,0.1318569257855415,HERC1 | CASK | USP12,HERC1,CASK,USP12
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,37,3,2,0.13836593553423876,HIST1H2BD | AQP3 | ZNF296,HIST1H2BD,AQP3,ZNF296
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,38,3,2,0.11704165861010549,CLEC2D | SEPT1 | STK4,CLEC2D,SEPT1,STK4
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,39,2,1,0.4137351512908935,CYTOR | MIR4435-2HG,CYTOR,MIR4435-2HG,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,40,2,1,0.2979797720909118,TNFSF12 | CMTM3,TNFSF12,CMTM3,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,41,2,1,0.2753351330757141,CCND1 | HES1,CCND1,HES1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,42,2,1,0.2343998253345489,RUFY2 | MAP3K4,RUFY2,MAP3K4,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,43,2,1,0.2333522140979766,NCOA7 | ITGA2,NCOA7,ITGA2,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,44,2,1,0.2155259251594543,ANKS3 | LRIG2,ANKS3,LRIG2,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,45,2,1,0.2007721066474914,PAXBP1 | CCDC14,PAXBP1,CCDC14,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,46,2,1,0.1930633336305618,POU5F2 | CUL9,POU5F2,CUL9,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,47,2,1,0.1770777255296707,MDK | MGP,MDK,MGP,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,48,2,1,0.1727047264575958,ZNF282 | ERCC6,ZNF282,ERCC6,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,49,2,1,0.1720070093870163,USP38 | ZBTB17,USP38,ZBTB17,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,50,2,1,0.1686628609895706,C21ORF91 | RNF4,C21ORF91,RNF4,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,51,2,1,0.1680935174226761,ANKRA2 | CALCOCO1,ANKRA2,CALCOCO1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,52,2,1,0.1601088345050811,PLK3 | GADD45B,PLK3,GADD45B,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,53,2,1,0.1595737785100937,MLLT6 | KANSL1,MLLT6,KANSL1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,54,2,1,0.1582758575677871,TTF1 | SLC4A7,TTF1,SLC4A7,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,55,2,1,0.1511758714914322,CDK11B | TLK1,CDK11B,TLK1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,56,2,1,0.150851622223854,RFFL | ZNF669,RFFL,ZNF669,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,57,2,1,0.1500823497772216,HIF1A | NAMPT,HIF1A,NAMPT,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,58,2,1,0.1426956057548523,MAP4K4 | MPRIP,MAP4K4,MPRIP,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,59,2,1,0.1389492750167846,SYNM | ACTG2,SYNM,ACTG2,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,60,2,1,0.1357365250587463,ZMYM5 | SC5D,ZMYM5,SC5D,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,61,2,1,0.131050556898117,CPM | AP1S2,CPM,AP1S2,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,62,2,1,0.1307843625545501,MPHOSPH9 | ATP6V0A2,MPHOSPH9,ATP6V0A2,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,63,2,1,0.1264480203390121,ADCY3 | ARAP1,ADCY3,ARAP1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,64,2,1,0.1263466775417328,SPTY2D1 | MRPL1,SPTY2D1,MRPL1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,65,2,1,0.1242907270789146,PIK3IP1 | ZNF331,PIK3IP1,ZNF331,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,66,2,1,0.1227218434214592,RNF113A | ATM,RNF113A,ATM,
