condition,source_conditions,gene,weighted_degree,degree
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DUSP1,0.1192037612199783,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CSRNP1,0.1192037612199783,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,GSN,0.1170802488923072,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MT-ND3,0.1151845157146453,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TIMP2,0.1094685569405555,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DOT1L,0.1089042052626609,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ZBED5,0.1089042052626609,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,FOSB,0.1079165488481521,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,CSGALNACT2,0.1078705415129661,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,PIKFYVE,0.1078705415129661,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,DNAJB1,0.1072757393121719,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,SPRY1,0.1070385202765464,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,TCF4,0.1056903302669525,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,INO80D,0.1052515357732772,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,GTF2B,0.1033637002110481,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NAF1,0.1033637002110481,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,MAST4,0.1013273447751998,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,NEDD9,0.1013273447751998,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,ATF3,0.100818894803524,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,HEXIM1,0.1000750660896301,1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,JUNB,0.1000750660896301,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CD24,3.5806064307689667,16
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT7,3.5711492523550987,16
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT8,3.366790153086185,15
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FXYD3,3.2493626475334167,12
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CLDN4,3.1955707743763924,14
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ELF3,3.091035597026348,13
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT18,2.185446485877037,12
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT19,2.0352435559034348,10
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT17,1.9270931631326675,8
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MAL2,1.8977036476135252,10
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT5,1.858783446252346,8
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SFN,1.676856465637684,10
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,GABRP,1.6119139418005943,9
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,WFDC2,1.606174319982529,9
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,C1R,1.3626499846577644,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,C1S,1.3416270837187767,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT14,1.3087128251791,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,S100A14,1.2791216671466827,8
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CCDC80,1.1841741502285004,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,S100A1,1.1782299876213074,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-ATP6,1.17401285469532,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,AZGP1,1.1477431878447533,8
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-ND4,1.1269051060080528,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-CO3,1.077985182404518,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-CO2,1.0279359966516497,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IGFBP6,0.9987553656101228,6
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLPI,0.9890839979052544,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,S100A2,0.9890521690249444,6
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CRISPLD2,0.9873207062482834,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HLA-DRA,0.9593517035245896,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,BGN,0.9397754967212676,6
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SOX9,0.9379958808422088,7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HLA-DRB1,0.9123460352420808,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,LAMA4,0.8918041288852692,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CD74,0.8859152346849442,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,AEBP1,0.838409885764122,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,S100P,0.8320293948054314,6
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KRT16,0.8265804722905159,6
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,POLK,0.788651630282402,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ADAMTS4,0.7774966582655907,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DSP,0.7724819853901863,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-ND3,0.7568727806210518,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,LHFPL6,0.74969582259655,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SPARC,0.749340757727623,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CALD1,0.7291299924254417,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SERPING1,0.6826485991477966,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MYL9,0.6196737885475159,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CLK4,0.6186939254403114,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MGST1,0.6139418706297874,5
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TPM2,0.6102934777736664,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TPM1,0.5852221921086311,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SACM1L,0.5801784247159958,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZC3H4,0.5681499987840652,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HLA-DPB1,0.5653423517942429,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TAGLN,0.541654072701931,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TACSTD2,0.5129378885030746,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CASP3,0.5086366236209869,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CDC42SE2,0.4970289468765259,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IGFBP7,0.4913646578788757,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,B2M,0.4481397569179535,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FRYL,0.4402595907449722,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,RBMS3,0.4355429410934448,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PARP14,0.4328234493732452,4
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SPARCL1,0.4033481627702713,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CYTOR,0.3969831466674804,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MIR4435-2HG,0.3969831466674804,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SERPINF1,0.3954458907246589,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,COL18A1,0.3897458761930465,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MT-ND1,0.3887166082859039,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FXYD1,0.3826135247945785,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,RARRES2,0.3791596740484237,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZNF654,0.3718104362487793,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DMTF1,0.3655668869614601,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,METTL8,0.3644800186157226,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ATAD2B,0.3606129437685013,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TBCD,0.3557886183261871,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZNF276,0.3453484922647476,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,POU2F1,0.3435369208455086,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CD9,0.343464158475399,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PDZK1IP1,0.324861466884613,3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PHYKPL,0.3223481476306915,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KDM6A,0.3219981342554092,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,GIGYF1,0.3151509389281273,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IFI6,0.3033235073089599,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MIA,0.3025591969490051,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MTRNR2L12,0.294218361377716,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MTRNR2L8,0.294218361377716,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SPRY1,0.2901117354631424,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,COL6A2,0.2883759960532188,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PALLD,0.2843331396579742,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MAP3K1,0.2720300853252411,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KDM6B,0.2636507377028465,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MTR,0.2621209174394607,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZFAND2A,0.2563755586743355,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,NFKB1,0.252301923930645,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FGF7,0.2476889416575431,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PDP1,0.2427725717425346,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HSPA1B,0.2409243583679199,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HSPA1A,0.2409243583679199,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FBXO2,0.2395785823464393,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DPYSL3,0.2388314604759216,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PIK3CA,0.2320844456553459,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CREBRF,0.2249356806278228,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,VOPP1,0.2187326699495315,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MED27,0.2142013311386108,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TAOK2,0.2138134837150573,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,EFNA1,0.2083279192447662,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CLDN3,0.2074195146560669,2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SH3PXD2A,0.2030583173036575,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IFI27,0.1893319487571716,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SP100,0.1828784048557281,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HSPH1,0.176480621099472,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HSP90AA1,0.176480621099472,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZBTB1,0.1727213561534881,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DENND4A,0.1727213561534881,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,COL6A1,0.1688627004623413,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FAM208A,0.1594874858856201,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SP140L,0.1591804176568985,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IFI35,0.1591804176568985,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CLK1,0.1540631204843521,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,IGFBP4,0.1525594741106033,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ISG15,0.151269793510437,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZNF7,0.1502786874771118,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DCP2,0.1419751346111297,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLC39A6,0.1412248462438583,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,NEDD9,0.1393656432628631,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MAST4,0.1393656432628631,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,JMJD6,0.1386191993951797,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,NXF1,0.1386191993951797,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PODXL,0.1371231973171234,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DOCK9,0.1371231973171234,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLC12A6,0.1305800378322601,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CARD8,0.1305800378322601,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TMX4,0.1299963891506195,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,KAT6B,0.1299963891506195,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SDF2L1,0.1291712522506714,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MANF,0.1291712522506714,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TACC1,0.1281374990940094,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,NR3C1,0.1281374990940094,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ID1,0.1234051436185836,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HEY1,0.1234051436185836,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TGFBR3,0.1229256689548492,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,DDR2,0.1229256689548492,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ABCA1,0.1225215047597885,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PER1,0.1225003749132156,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TSPYL2,0.1225003749132156,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FOS,0.1223240718245506,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,GADD45B,0.1223240718245506,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,LIMA1,0.121961273252964,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ATP11B,0.1186495870351791,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,EPB41,0.1186413988471031,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,NFIB,0.1177015975117683,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CRIM1,0.1177015975117683,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,JUNB,0.1173547953367233,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HEXIM1,0.1173547953367233,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ITPRIP,0.1171395108103752,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SFRP1,0.1156825274229049,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLC39A8,0.1156520396471023,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PARP4,0.1156520396471023,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SNX14,0.1155826076865196,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ERBIN,0.1155826076865196,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MALT1,0.1154885217547416,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLC38A2,0.1154288798570633,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,LEMD3,0.1134348586201667,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CSRNP1,0.1134301126003265,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SOCS3,0.1134301126003265,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ADAM17,0.1134202405810356,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,MTMR3,0.1134202405810356,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ECE1,0.1133446618914604,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HIP1,0.1133446618914604,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SRGN,0.1133276373147964,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CSGALNACT2,0.1129166185855865,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PIKFYVE,0.1129166185855865,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,VPS13C,0.1128876507282257,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PLPP1,0.112321138381958,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,RGS3,0.112321138381958,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,TCF4,0.1121958494186401,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,LRBA,0.1119796633720398,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SDC4,0.1096929609775543,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PTBP2,0.10967518389225,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,ZBED5,0.1096118316054344,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,CEP68,0.1096118316054344,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HECA,0.1095068007707595,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,SLC5A3,0.1087941229343414,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,HIVEP1,0.1087941229343414,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,FBXO32,0.1083505898714065,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,BRD1,0.1068944036960601,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,COG3,0.1068944036960601,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,PRDM2,0.1057906970381736,1
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,RBBP5,0.1055018529295921,1
